Date,Open,High,Low,Close,Volume,vol,open_ret,day_ret,ret,ma_close_5,ma_open_5,ma_close_z_5,ma_open_z_5,strong_5,ma_close_10,ma_open_10,ma_close_z_10,ma_open_z_10,strong_10,ma_close_20,ma_open_20,ma_close_z_20,ma_open_z_20,strong_20,ma_close_60,ma_open_60,ma_close_z_60,ma_open_z_60,strong_60,ma_close_180,ma_open_180,ma_close_z_180,ma_open_z_180,strong_180
2000-01-03,17057.69921875,17426.16015625,17057.69921875,17369.630859375,,0.0,,0.018286853146180553,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-01-04,17303.0,17303.0,16933.51953125,17072.8203125,,0.0,-0.0038360550039574955,-0.013302877391203838,-0.01708790182577777,,,,,,,,,,,,,,,,,,,,,,,,,
2000-01-05,16608.55078125,16608.55078125,15688.490234375,15846.7197265625,,0.0,-0.02719348782169759,-0.04586980915562837,-0.07181593688066878,,,,,,,,,,,,,,,,,,,,,,,,,
2000-01-06,15942.0703125,15971.0302734375,14763.9697265625,15153.23046875,,0.0,0.006017055111896248,-0.04948164374431842,-0.04376232240985895,,,,,,,,,,,,,,,,,,,,,,,,,
2000-01-07,15329.33984375,15513.8896484375,15108.75,15405.6298828125,,0.0,0.01162190302346318,0.004976733495383011,0.016656475632903154,16169.60625,16448.13203125,-1.0455399301756534,-1.0351005317171729,0.29590271948297675,,,,,,,,,,,,,,,,,,,,
2000-01-10,15631.0,16065.08984375,15631.0,15848.150390625,,0.0,0.014629075143427744,0.013892290360501568,0.028724596863527404,15865.31015625,16162.7921875,-0.4264899374017123,-0.2949142175649406,0.29590271948297675,,,,,,,,,,,,,,,,,,,,
2000-01-11,15981.1298828125,16196.08984375,15736.169921875,15862.099609375,,0.0,0.008390852491289093,-0.007448176337363701,0.0008801796049494636,15623.166015625,15898.4181640625,-0.11130965529253113,0.7511577948621005,0.389379844831734,,,,,,,,,,,,,,,,,,,,
2000-01-12,15691.73046875,15744.0400390625,15545.669921875,15714.2001953125,,0.0,-0.01074064246351766,0.0014319470122972316,-0.009324075482106214,15596.662109375,15715.0541015625,-0.0027680947235172483,0.36015053783231393,0.44211921006894545,,,,,,,,,,,,,,,,,,,,
2000-01-13,15763.259765625,15861.169921875,15458.6298828125,15633.9599609375,,0.0,0.003121989646481297,-0.008202605717978751,-0.005106224521623151,15692.8080078125,15679.2919921875,-0.24302012545940865,0.29830619629840605,0.4859669530399729,,,,,,,,,,,,,,,,,,,,
2000-01-14,15741.5400390625,15863.48046875,15322.1904296875,15542.23046875,,0.0,0.006881179073874825,-0.012661376829580523,-0.00586732295699185,15720.128125,15761.73203125,-1.5960766874408692,0.1612420750744028,0.4399181470762981,15944.8671875,16104.93203125,-0.7907425254805867,-0.30949974892739834,0.36791043327963746,,,,,,,,,,,,,,,
2000-01-17,15666.0595703125,15827.509765625,15474.3896484375,15574.5595703125,,0.0,0.00796726710567554,-0.005840651862028813,0.0020800812101906827,15665.4099609375,15768.7439453125,-1.517674742636688,0.005202994338294376,0.3313602300697024,15765.36005859375,15965.76806640625,-0.7668187265035522,-0.17270080844247956,0.31363147477633957,,,,,,,,,,,,,,,
2000-01-18,15575.6796875,15801.0703125,15508.080078125,15789.2001953125,,0.0,7.19196701802801e-05,0.013708583644273149,0.013781489231267763,15650.830078125,15687.65390625,1.0022973888657516,-1.021695227834912,0.39173848865945626,15636.998046875,15793.03603515625,-0.01680662746629662,-0.18028810486631183,0.3905591667455951,,,,,,,,,,,,,,,
2000-01-19,15719.0400390625,15719.0400390625,15192.2802734375,15275.33984375,,0.0,-0.004443553529128673,-0.02822692697581313,-0.03254505264396197,15563.0580078125,15693.1158203125,-2.2369831407494294,2.081591676885131,0.3389991234222448,15579.86005859375,15704.0849609375,-1.7785952975504422,0.7593130181725789,0.3905591667455951,,,,,,,,,,,,,,,
